N47E23graph436.gst,916504,679000000,6775000000
N51E102graph9276.gst,106019,1011000000,7023000000
N58E58graph2363.gst,68668,949000000,6788000000
N57E114graph11035.gst,88019,1249000000,7284000000
N44E22graph412.gst,83068,759000000,6318000000
N103E0graph104.gst,61917,1008000000,6396000000
N57E114graph11034.gst,79423,1016000000,6488000000
N100E0graph101.gst,44221,1051000000,6316000000
N51E102graph9277.gst,90434,936000000,6001000000
N51E102graph9275.gst,70146,848000000,6343000000
N54E54graph2192.gst,125042,769000000,5949000000
N96E0graph97.gst,71117,1077000000,6417000000
N57E114graph11036.gst,118808,876000000,5853000000
N59E118graph11369.gst,75595,1116000000,6914000000
N57E114graph11037.gst,39389,1120000000,8159000000
N55E27graph528.gst,57028,709000000,6377000000
N57E57graph2900.gst,61478,725000000,5718000000
N51E102graph9274.gst,91334,931000000,6405000000
N48E0graph49.gst,28616,630000000,6114000000
N99E0graph100.gst,39883,970000000,5824000000
N49E49graph1845.gst,34910,1238000000,7688000000
N59E118graph11378.gst,80052,1204000000,7356000000
N57E114graph11033.gst,52912,1229000000,7250000000
N51E51graph2220.gst,63753,760000000,6041000000
N46E23graph435.gst,34631,644000000,5804000000
N51E102graph9273.gst,63752,853000000,6371000000
N58E116graph12969.gst,123771,1157000000,6095000000
N45E22graph413.gst,30065,604000000,5347000000
N58E116graph12968.gst,65715,898000000,5385000000
N51E102graph9272.gst,40869,824000000,5404000000
N104E0graph105.gst,30517,1329000000,8000000000
N51E255graph33697.gst,77563,1447000000,7263000000
N56E112graph10620.gst,39505,1121000000,6732000000
N55E110graph10458.gst,42545,1110000000,6847000000
N55E110graph10464.gst,91400,1132000000,6573000000
N50E100graph9046.gst,128546,886000000,6766000000
N50E250graph33477.gst,67018,1574000000,7117000000
N52E104graph9581.gst,34332,847000000,6163000000
N57E114graph11042.gst,108582,940000000,5764000000
N51E25graph482.gst,27586,676000000,5460000000
N52E104graph9580.gst,36557,892000000,5484000000
N50E250graph33476.gst,65551,1602000000,6906000000
N41E0graph42.gst,17854,862000000,6298000000
N50E100graph9047.gst,83372,912000000,6468000000
N42E21graph389.gst,36884,653000000,6158000000
N55E110graph10459.gst,58234,959000000,6563000000
N56E112graph10621.gst,37103,911000000,6377000000
N51E255graph33696.gst,154910,1698000000,7329000000
N42E42graph1382.gst,30039,676000000,6371000000
N98E0graph99.gst,16716,932000000,6360000000
N54E0graph55.gst,11874,695000000,6587000000
N95E0graph6.gst,17701,482000000,5567000000
N51E255graph33694.gst,136006,1580000000,6791000000
N48E24graph458.gst,21402,699000000,5703000000
N50E100graph9045.gst,44991,929000000,6891000000
N52E104graph9582.gst,48471,860000000,6202000000
N53E106graph9869.gst,104402,816000000,5448000000
N57E114graph11041.gst,57111,945000000,6569000000
N52E260graph35789.gst,74953,1685000000,7112000000
N52E260graph35788.gst,76302,1393000000,6844000000
N57E114graph11040.gst,70200,875000000,6152000000
N52E0graph53.gst,23944,705000000,5836000000
N53E106graph9868.gst,47819,978000000,6688000000
N43E43graph1730.gst,68018,621000000,5996000000
N52E104graph9583.gst,44593,807000000,5956000000
N50E250graph33475.gst,136215,1255000000,6340000000
N50E100graph9050.gst,106651,892000000,6596000000
N50E100graph9044.gst,60817,952000000,6373000000
N56E112graph10622.gst,45021,886000000,6260000000
N51E255graph33695.gst,126172,1384000000,6862000000
N53E0graph54.gst,13606,725000000,6263000000
N51E255graph33691.gst,135669,1475000000,7116000000
N55E110graph10462.gst,42580,899000000,6623000000
N57E0graph58.gst,16184,647000000,5451000000
N52E104graph9578.gst,44277,1034000000,6182000000
N49E24graph459.gst,89124,633000000,5544000000
N52E104graph9579.gst,81012,883000000,6447000000
N55E0graph56.gst,15396,692000000,5451000000
N50E100graph9041.gst,52382,878000000,6113000000
N50E25graph481.gst,35740,818000000,6256000000
N55E110graph10463.gst,44342,920000000,5700000000
N55E55graph2801.gst,33017,818000000,6455000000
N51E255graph33690.gst,132708,1755000000,8519000000
N40E0graph41.gst,13301,697000000,8696000000
N56E112graph10619.gst,118959,1055000000,6554000000
N51E255graph33692.gst,112201,1382000000,6797000000
