N47E23graph436.gst,26465,617000000,6317000000
N51E102graph9276.gst,1571,674000000,6060000000
N58E58graph2363.gst,1719,590000000,5474000000
N57E114graph11035.gst,1771,757000000,5579000000
N44E22graph412.gst,1526,523000000,5234000000
N103E0graph104.gst,1448,856000000,5513000000
N57E114graph11034.gst,1951,705000000,5614000000
N100E0graph101.gst,1419,765000000,5503000000
N51E102graph9277.gst,19933,632000000,5583000000
N51E102graph9275.gst,1941,643000000,5494000000
N54E54graph2192.gst,1708,593000000,5335000000
N96E0graph97.gst,1505,759000000,5549000000
N57E114graph11036.gst,1479,725000000,5561000000
N59E118graph11369.gst,5382,694000000,5522000000
N57E114graph11037.gst,1577,711000000,5603000000
N55E27graph528.gst,1640,635000000,6025000000
N57E57graph2900.gst,1917,684000000,5596000000
N51E102graph9274.gst,1658,662000000,5393000000
N48E0graph49.gst,1723,547000000,5308000000
N99E0graph100.gst,5045,768000000,5486000000
N49E49graph1845.gst,1793,593000000,5519000000
N59E118graph11378.gst,2677,748000000,5489000000
N57E114graph11033.gst,1816,720000000,5409000000
N51E51graph2220.gst,1534,601000000,5306000000
N46E23graph435.gst,1819,546000000,5205000000
N51E102graph9273.gst,5837,674000000,5382000000
N58E116graph12969.gst,2831,717000000,5505000000
N45E22graph413.gst,1964,509000000,5237000000
N58E116graph12968.gst,6467,692000000,5472000000
N51E102graph9272.gst,2262,683000000,5396000000
N104E0graph105.gst,1309,813000000,5488000000
N51E255graph33697.gst,2154,909000000,5476000000
N56E112graph10620.gst,1461,692000000,5505000000
N55E110graph10458.gst,2187,626000000,5516000000
N55E110graph10464.gst,1446,672000000,5545000000
N50E100graph9046.gst,1522,652000000,5373000000
N50E250graph33477.gst,1892,916000000,5477000000
N52E104graph9581.gst,5784,709000000,5431000000
N57E114graph11042.gst,1546,745000000,5503000000
N51E25graph482.gst,4107,609000000,5350000000
N52E104graph9580.gst,5110,648000000,5513000000
N50E250graph33476.gst,1415,949000000,5491000000
N41E0graph42.gst,1429,530000000,5179000000
N50E100graph9047.gst,8993,764000000,5442000000
N42E21graph389.gst,1453,524000000,5474000000
N55E110graph10459.gst,1192,663000000,5512000000
N56E112graph10621.gst,1811,666000000,5415000000
N51E255graph33696.gst,1163,962000000,5867000000
N42E42graph1382.gst,1763,541000000,5227000000
N98E0graph99.gst,1453,740000000,5420000000
N54E0graph55.gst,2008,617000000,5458000000
N95E0graph6.gst,1240,407000000,5094000000
N51E255graph33694.gst,1520,927000000,5916000000
N48E24graph458.gst,1277,548000000,5148000000
N50E100graph9045.gst,1241,663000000,5358000000
N52E104graph9582.gst,1444,656000000,5426000000
N53E106graph9869.gst,1469,640000000,5532000000
N57E114graph11041.gst,1338,703000000,5411000000
N52E260graph35789.gst,2045,916000000,5485000000
N52E260graph35788.gst,4086,981000000,5472000000
N57E114graph11040.gst,1967,707000000,5487000000
N52E0graph53.gst,1043,565000000,5279000000
N53E106graph9868.gst,1602,704000000,5492000000
N43E43graph1730.gst,1529,580000000,5409000000
N52E104graph9583.gst,1476,664000000,5502000000
N50E250graph33475.gst,2242,930000000,5538000000
N50E100graph9050.gst,2004,588000000,5493000000
N50E100graph9044.gst,1266,664000000,5486000000
N56E112graph10622.gst,2411,667000000,5498000000
N51E255graph33695.gst,1853,982000000,5502000000
N53E0graph54.gst,4965,542000000,5211000000
N51E255graph33691.gst,2579,952000000,5485000000
N55E110graph10462.gst,1423,721000000,5495000000
N57E0graph58.gst,1694,551000000,5306000000
N52E104graph9578.gst,8716,639000000,5522000000
N49E24graph459.gst,1426,543000000,5256000000
N52E104graph9579.gst,1927,646000000,5508000000
N55E0graph56.gst,2478,572000000,5417000000
N50E100graph9041.gst,1458,695000000,5395000000
N50E25graph481.gst,1741,571000000,5423000000
N55E110graph10463.gst,17634,710000000,5517000000
N55E55graph2801.gst,1562,627000000,5440000000
N51E255graph33690.gst,1631,999000000,5551000000
N40E0graph41.gst,2336,470000000,5207000000
N56E112graph10619.gst,3067,726000000,5444000000
N51E255graph33692.gst,2805,991000000,5599000000
N55E110graph10461.gst,1455,696000000,5965000000
N41E41graph1650.gst,2411,522000000,5425000000
N50E100graph9043.gst,1986,667000000,5533000000
N56E56graph2278.gst,2437,640000000,5432000000
N46E0graph47.gst,2370,531000000,5233000000
N50E100graph9042.gst,7634,611000000,5282000000
N55E110graph10460.gst,1606,643000000,5505000000
N44E44graph1450.gst,2037,572000000,5356000000
N56E112graph10618.gst,1618,705000000,5450000000
N51E255graph33693.gst,2283,916000000,5601000000
N44E0graph45.gst,1746,528000000,5226000000
N56E112graph10615.gst,2833,680000000,5490000000
N52E104graph9577.gst,1450,653000000,5545000000
N50E250graph33481.gst,1797,1058000000,5908000000
N53E106graph9877.gst,2168,654000000,5484000000
N43E21graph390.gst,2281,494000000,5178000000
N42E0graph43.gst,1834,484000000,5113000000
N53E106graph9876.gst,2601,687000000,5502000000
N41E20graph367.gst,5530,547000000,5444000000
N50E250graph33480.gst,2982,951000000,5496000000
N52E104graph9576.gst,1472,667000000,5554000000
N43E0graph44.gst,1521,521000000,5184000000
N56E112graph10614.gst,1795,672000000,5463000000
N52E26graph504.gst,6943,547000000,5406000000
N56E112graph10616.gst,1643,671000000,5499000000
N51E255graph33689.gst,3348,1029000000,5922000000
N52E104graph9574.gst,2850,706000000,5587000000
N50E250graph33482.gst,1923,960000000,5492000000
N53E106graph9874.gst,1800,650000000,5600000000
N57E28graph551.gst,8713,613000000,5292000000
N53E106graph9875.gst,2016,649000000,5484000000
N50E250graph33483.gst,11092,930000000,6071000000
N52E104graph9575.gst,2228,727000000,5712000000
N51E0graph52.gst,1431,553000000,5464000000
N46E46graph1504.gst,2454,576000000,5325000000
N56E112graph10617.gst,2423,667000000,5535000000
N50E0graph51.gst,1960,584000000,5477000000
N56E112graph10613.gst,3924,651000000,5553000000
N51E255graph33698.gst,7791,945000000,5562000000
N55E110graph10457.gst,2015,766000000,5601000000
N50E100graph9049.gst,1821,643000000,5485000000
N50E250graph33478.gst,17975,937000000,5529000000
N53E106graph9871.gst,1952,697000000,5591000000
N50E50graph2017.gst,1848,623000000,5515000000
N52E260graph35791.gst,1983,959000000,5569000000
N52E260graph35785.gst,3165,892000000,5485000000
N52E260graph35784.gst,2226,971000000,5487000000
N52E260graph35790.gst,2855,941000000,5485000000
N56E0graph57.gst,1632,568000000,5496000000
N59E59graph2608.gst,1848,637000000,5427000000
N53E106graph9870.gst,11088,690000000,5470000000
N53E53graph2701.gst,2298,588000000,5259000000
N50E250graph33479.gst,10273,908000000,5512000000
N50E100graph9048.gst,3139,662000000,5466000000
N56E28graph550.gst,2686,567000000,5495000000
N55E110graph10456.gst,1822,730000000,5503000000
N45E45graph1809.gst,1842,545000000,5307000000
N47E0graph48.gst,2279,529000000,5285000000
N50E250graph33484.gst,2161,969000000,5491000000
N53E106graph9872.gst,1976,691000000,5536000000
N52E260graph35786.gst,2964,983000000,5989000000
N52E260graph35792.gst,2979,959000000,5498000000
N52E260graph35793.gst,3069,961000000,5499000000
N52E260graph35787.gst,2396,952000000,5582000000
N53E106graph9873.gst,2110,743000000,5443000000
N53E26graph505.gst,2432,570000000,5313000000
N45E0graph46.gst,1728,511000000,5416000000
N55E110graph10455.gst,2056,670000000,5461000000
N40E20graph366.gst,2535,556000000,5219000000
N51E102graph9280.gst,2174,672000000,5481000000
N58E116graph12971.gst,2709,742000000,5517000000
N54E27graph527.gst,2402,558000000,5376000000
N54E108graph10104.gst,8785,664000000,5488000000
N59E118graph11377.gst,2574,738000000,5571000000
N102E0graph103.gst,1701,869000000,6299000000
N59E118graph11376.gst,1586,704000000,5546000000
N54E108graph10105.gst,1787,673000000,5530000000
N58E116graph12970.gst,1896,771000000,5484000000
N51E102graph9281.gst,1873,635000000,5476000000
N58E116graph12972.gst,8041,729000000,5498000000
N58E116graph12966.gst,16135,768000000,6894000000
N54E108graph10107.gst,10245,700000000,5690000000
N54E108graph10098.gst,1992,665000000,5439000000
N59E118graph11374.gst,2013,721000000,5491000000
N95E0graph96.gst,2185,786000000,5515000000
N59E118graph11375.gst,2331,723000000,5505000000
N54E108graph10099.gst,3008,681000000,5453000000
N54E108graph10106.gst,2299,689000000,5457000000
N58E116graph12967.gst,1819,763000000,5481000000
N58E116graph12973.gst,2311,690000000,5446000000
N40E40graph1313.gst,1860,541000000,5477000000
N97E0graph98.gst,3223,747000000,5508000000
N51E102graph9279.gst,1537,624000000,5410000000
N47E47graph1887.gst,1900,576000000,5522000000
N54E108graph10102.gst,2507,696000000,5600000000
N59E118graph11371.gst,11572,821000000,5532000000
N59E118graph11370.gst,2122,703000000,5518000000
N59E0graph60.gst,1173,600000000,5318000000
N54E108graph10103.gst,1647,699000000,5379000000
N51E102graph9278.gst,6777,649000000,5408000000
N58E29graph573.gst,2623,582000000,5372000000
N58E116graph12974.gst,6401,710000000,5476000000
N48E48graph1583.gst,2353,573000000,5472000000
N58E0graph59.gst,3443,735000000,5116000000
N54E108graph10101.gst,2473,715000000,6696000000
N101E0graph102.gst,1920,850000000,5623000000
N59E118graph11372.gst,1931,773000000,5541000000
N57E114graph11039.gst,2958,688000000,5472000000
N49E0graph50.gst,1508,514000000,5456000000
N57E114graph11038.gst,1912,783000000,5523000000
N59E118graph11373.gst,2250,688000000,5528000000
N59E29graph574.gst,1959,645000000,5541000000
N54E108graph10100.gst,1588,641000000,5486000000
N58E116graph12975.gst,1760,745000000,5524000000
N52E52graph2105.gst,2058,599000000,5519000000
